图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定(单threshold),讯飞判定(threshold区间),是否需要人工判断
VE04000063,菊花、花,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['ju-hua', 'hua']",{},-1,-1,-1
VE04000063,菊花、花,1605T0502VE04000063VE01036,花,0,0,0,4,1,花,['hua'],"['ju-hua', 'hua']","{'word': '花', 'pinyin': ""['hua']""}",-1,-1,-1
VE04000063,菊花、花,1606T0602VE04000063VE01036,花,0,0,1,5,1,花,['hua'],"['ju-hua', 'hua']","{'word': '花', 'pinyin': ""['hua']""}",-1,-1,-1
VE04000063,菊花、花,1629T0502VE04000063VE01036,/,0,0,0,0,0,哇,['wa'],"['ju-hua', 'hua']","{'word': '哇', 'pinyin': ""['wa']""}",-1,-1,-1
VE04000063,菊花、花,1632T0402VE04000063VE01036,花,0,0,1,5,1,花,['hua'],"['ju-hua', 'hua']","{'word': '花', 'pinyin': ""['hua']""}",-1,-1,-1
VE04000063,菊花、花,1643T0502VE04000063VE01036,这是一朵花,0,0,1,4,1,这是一朵花花,"['zhe', 'shi', 'yi', 'duo', 'hua', 'hua']","['ju-hua', 'hua']","{'word': '这是一朵花花', 'pinyin': ""['zhe', 'shi', 'yi', 'duo', 'hua', 'hua']"", 'nearest': ['hua'], 'minDis': 0.0}",0,1,0
VE04000063,菊花、花,1646T0602VE04000063VE01036,花,0,0,1,5,1,花,['hua'],"['ju-hua', 'hua']","{'word': '花', 'pinyin': ""['hua']""}",-1,-1,-1
VE04000063,菊花、花,1659T0302VE04000063VE01036,花,0,0,1,4,1,啊,['a'],"['ju-hua', 'hua']","{'word': '啊', 'pinyin': ""['a']""}",-1,-1,-1
VE04000063,菊花、花,1691T0602VE04000063VE01036,花,0,0,1,5,1,花,['hua'],"['ju-hua', 'hua']","{'word': '花', 'pinyin': ""['hua']""}",-1,-1,-1
VE04000063,菊花、花,1701T0402VE04000063VE01036,是花,0,0,1,5,1,是花,"['shi', 'hua']","['ju-hua', 'hua']","{'word': '是花', 'pinyin': ""['shi', 'hua']"", 'nearest': ['hua'], 'minDis': 0.0}",0,1,0
VE04000063,菊花、花,1702T0502VE04000063VE01036,一朵花,0,0,1,4,1,点花,"['dian', 'hua']","['ju-hua', 'hua']","{'word': '点花', 'pinyin': ""['dian', 'hua']"", 'nearest': ['hua'], 'minDis': 0.0}",0,1,0
VE04000063,菊花、花,1727T0302VE04000063VE01036,/,0,0,0,0,0,,[''],"['ju-hua', 'hua']",{},-1,-1,-1
VE04000063,菊花、花,1619083643741T0404VE04000063VE010361619083953536,,0,0,0,0,0,在做什么？,"['zai', 'zuo', 'shen', 'me']","['ju-hua', 'hua']","{'word': '在做什么？', 'pinyin': ""['zai', 'zuo', 'shen', 'me']"", 'nearest': ['zuo'], 'minDis': 2.0}",0,,1
VE04000063,菊花、花,1619140034682T0502VE04000063VE010361619140234425,朵花,0,0,1,4,1,我花,"['wo', 'hua']","['ju-hua', 'hua']","{'word': '我花', 'pinyin': ""['wo', 'hua']"", 'nearest': ['hua'], 'minDis': 0.0}",0,1,0
VE04000063,菊花、花,1619140502232T0502VE04000063VE010361619140700285,,0,0,0,0,0,嗯,['en'],"['ju-hua', 'hua']","{'word': '嗯', 'pinyin': ""['en']""}",-1,-1,-1
VE04000063,菊花、花,1619140594192T0402VE04000063VE010361619140789163,花,0,0,1,5,1,在做什么？,"['zai', 'zuo', 'shen', 'me']","['ju-hua', 'hua']","{'word': '在做什么？', 'pinyin': ""['zai', 'zuo', 'shen', 'me']"", 'nearest': ['zuo'], 'minDis': 2.0}",0,,1
VE04000063,菊花、花,1619141185300T0402VE04000063VE010361619141518550,/,0,0,0,0,0,,[''],"['ju-hua', 'hua']",{},-1,-1,-1
VE04000063,菊花、花,1619142213345T0602VE04000063VE010361619142488818,,0,0,0,0,0,哇什么我也我也我也不知道，你看他这么多花瓣,"['wa', 'shen', 'me', 'wo', 'ye', 'wo', 'ye', 'wo', 'ye', 'bu', 'zhi', 'dao', 'ni', 'kan', 'ta', 'zhe', 'me', 'duo', 'hua', 'ban']","['ju-hua', 'hua']","{'word': '哇什么我也我也我也不知道，你看他这么多花瓣', 'pinyin': ""['wa', 'shen', 'me', 'wo', 'ye', 'wo', 'ye', 'wo', 'ye', 'bu', 'zhi', 'dao', 'ni', 'kan', 'ta', 'zhe', 'me', 'duo', 'hua', 'ban']"", 'nearest': ['hua'], 'minDis': 0.0}",0,1,0
VE04000063,菊花、花,1619142625407T0402VE04000063VE010361619142853476,花,0,0,0,5,1,啊,['a'],"['ju-hua', 'hua']","{'word': '啊', 'pinyin': ""['a']""}",-1,-1,-1
VE04000063,菊花、花,1619142717660T0402VE04000063VE010361619142913461,这是一个花朵,0,0,0,5,1,就是一个花朵啊,"['jiu', 'shi', 'yi', 'ge', 'hua', 'duo', 'a']","['ju-hua', 'hua']","{'word': '就是一个花朵啊', 'pinyin': ""['jiu', 'shi', 'yi', 'ge', 'hua', 'duo', 'a']"", 'nearest': ['hua'], 'minDis': 0.0}",0,1,0
VE04000063,菊花、花,1619142817322T0302VE04000063VE010361619143114039,,0,0,0,0,0,我说呀,"['wo', 'shuo', 'ya']","['ju-hua', 'hua']","{'word': '我说呀', 'pinyin': ""['wo', 'shuo', 'ya']"", 'nearest': ['ya'], 'minDis': 1.8}",0,,1
VE04000063,菊花、花,1619144112081T0302VE04000063VE010361619144461129,/,0,0,0,0,0,嗯,['en'],"['ju-hua', 'hua']","{'word': '嗯', 'pinyin': ""['en']""}",-1,-1,-1
VE04000063,菊花、花,1619144882766T0302VE04000063VE010361619145173848,,0,0,0,0,0,嗯,['en'],"['ju-hua', 'hua']","{'word': '嗯', 'pinyin': ""['en']""}",-1,-1,-1
VE04000063,菊花、花,1619145056250T0302VE04000063VE010361619145343056,花,0,0,1,5,1,喜欢,"['xi', 'huan']","['ju-hua', 'hua']","{'word': '喜欢', 'pinyin': ""['xi', 'huan']"", 'nearest': ['huan'], 'minDis': 1.0}",0,,1
VE04000063,菊花、花,1619145771806T0502VE04000063VE010361619145939949,花朵,0,0,0,5,1,花朵,"['hua', 'duo']","['ju-hua', 'hua']","{'word': '花朵', 'pinyin': ""['hua', 'duo']"", 'nearest': ['hua'], 'minDis': 0.0}",0,1,0
VE04000063,菊花、花,1619145921706T0402VE04000063VE010361619146128016,花,0,0,1,4,1,啊,['a'],"['ju-hua', 'hua']","{'word': '啊', 'pinyin': ""['a']""}",-1,-1,-1
VE04000063,菊花、花,1619146005719T0602VE04000063VE010361619146296865,,0,0,0,0,0,花？什么花？,"['hua', 'shen', 'me', 'hua']","['ju-hua', 'hua']","{'word': '花？什么花？', 'pinyin': ""['hua', 'shen', 'me', 'hua']"", 'nearest': ['hua'], 'minDis': 0.0}",0,1,0
VE04000063,菊花、花,1619147343112T0602VE04000063VE010361619147502882,花,0,0,1,4,1,哇,['wa'],"['ju-hua', 'hua']","{'word': '哇', 'pinyin': ""['wa']""}",-1,-1,-1
VE04000063,菊花、花,1619147629090T0302VE04000063VE010361619148463123,,0,0,0,0,0,好好好,"['hao', 'hao', 'hao']","['ju-hua', 'hua']","{'word': '好好好', 'pinyin': ""['hao', 'hao', 'hao']"", 'nearest': ['hao'], 'minDis': 2.0}",0,,1
VE04000063,菊花、花,1619151098317T0602VE04000063VE010361619151294026,花,0,0,1,4,1,嗯就是花木茶花,"['en', 'jiu', 'shi', 'hua', 'mu', 'cha', 'hua']","['ju-hua', 'hua']","{'word': '嗯就是花木茶花', 'pinyin': ""['en', 'jiu', 'shi', 'hua', 'mu', 'cha', 'hua']"", 'nearest': ['hua'], 'minDis': 0.0}",0,1,0
VE04000063,菊花、花,1619151171520T0602VE04000063VE010361619151391476,白花,0,0,1,3,1,是什么？是是？什么嗯白白花,"['shi', 'shen', 'me', 'shi', 'shi', 'shen', 'me', 'en', 'bai', 'bai', 'hua']","['ju-hua', 'hua']","{'word': '是什么？是是？什么嗯白白花', 'pinyin': ""['shi', 'shen', 'me', 'shi', 'shi', 'shen', 'me', 'en', 'bai', 'bai', 'hua']"", 'nearest': ['hua'], 'minDis': 0.0}",0,1,0
VE04000063,菊花、花,1619157781789T0502VE04000063VE010361619158083459,,0,0,0,0,0,花什么？花？看它一半一半很多的是什么花？呀,"['hua', 'shen', 'me', 'hua', 'kan', 'ta', 'yi', 'ban', 'yi', 'ban', 'hen', 'duo', 'de', 'shi', 'shen', 'me', 'hua', 'ya']","['ju-hua', 'hua']","{'word': '花什么？花？看它一半一半很多的是什么花？呀', 'pinyin': ""['hua', 'shen', 'me', 'hua', 'kan', 'ta', 'yi', 'ban', 'yi', 'ban', 'hen', 'duo', 'de', 'shi', 'shen', 'me', 'hua', 'ya']"", 'nearest': ['hua'], 'minDis': 0.0}",0,1,0
VE04000063,菊花、花,1619159091331T0402VE04000063VE010361619159433514,花,0,0,1,5,1,花,['hua'],"['ju-hua', 'hua']","{'word': '花', 'pinyin': ""['hua']""}",-1,-1,-1
VE04000063,菊花、花,1619159287263T0402VE04000063VE010361619159511329,这是花瓣,0,0,1,5,1,是花瓣,"['shi', 'hua', 'ban']","['ju-hua', 'hua']","{'word': '是花瓣', 'pinyin': ""['shi', 'hua', 'ban']"", 'nearest': ['hua'], 'minDis': 0.0}",0,1,0
VE04000063,菊花、花,1619159307973T0402VE04000063VE010361619159601365,花朵白花,0,1,1,4,1,发朵什么发，白发,"['fa', 'duo', 'shen', 'me', 'fa', 'bai', 'fa']","['ju-hua', 'hua']","{'word': '发朵什么发，白发', 'pinyin': ""['fa', 'duo', 'shen', 'me', 'fa', 'bai', 'fa']"", 'nearest': ['fa'], 'minDis': 1.8}",0,,1
VE04000063,菊花、花,1619159635156T0302VE04000063VE010361619160019003,/,0,0,0,0,0,,[''],"['ju-hua', 'hua']",{},-1,-1,-1
VE04000063,菊花、花,1619159685699T0302VE04000063VE010361619159942159,/,0,0,0,0,0,嗯,['en'],"['ju-hua', 'hua']","{'word': '嗯', 'pinyin': ""['en']""}",-1,-1,-1
VE04000063,菊花、花,1619160816668T0402VE04000063VE010361619161043650,花,0,0,1,5,1,我,['wo'],"['ju-hua', 'hua']","{'word': '我', 'pinyin': ""['wo']""}",-1,-1,-1
VE04000064,紧,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['jin'],{},-1,-1,-1
VE04000064,紧,1605T0502VE04000064VE00639,很漂亮,0,0,1,5,0,很漂亮,"['hen', 'piao', 'liang']",['jin'],"{'word': '很漂亮', 'pinyin': ""['hen', 'piao', 'liang']"", 'nearest': ['hen'], 'minDis': 2.0}",0,,1
VE04000064,紧,1629T0502VE04000064VE00639,很紧,0,0,1,4,1,那个很紧,"['na', 'ge', 'hen', 'jin']",['jin'],"{'word': '那个很紧', 'pinyin': ""['na', 'ge', 'hen', 'jin']"", 'nearest': ['jin'], 'minDis': 0.0}",0,1,0
VE04000064,紧,1643T0502VE04000064VE00639,,0,0,0,0,0,嗯一个嗯,"['en', 'yi', 'ge', 'en']",['jin'],"{'word': '嗯一个嗯', 'pinyin': ""['en', 'yi', 'ge', 'en']"", 'nearest': ['en'], 'minDis': 2.0}",0,,1
VE04000064,紧,1702T0502VE04000064VE00639,漂亮,0,0,1,4,0,,[''],['jin'],{},-1,-1,-1
VE04000064,紧,1619083643741T0404VE04000064VE006391619083865220,,0,0,0,0,0,不行，啊现在那个门房我知道了,"['bu', 'xing', 'a', 'xian', 'zai', 'na', 'ge', 'men', 'fang', 'wo', 'zhi', 'dao', 'le']",['jin'],"{'word': '不行，啊现在那个门房我知道了', 'pinyin': ""['bu', 'xing', 'a', 'xian', 'zai', 'na', 'ge', 'men', 'fang', 'wo', 'zhi', 'dao', 'le']"", 'nearest': ['xing'], 'minDis': 1.3}",0,,1
VE04000064,紧,1619140034682T0502VE04000064VE006391619140278012,腰带,0,0,1,4,0,嗯,['en'],['jin'],"{'word': '嗯', 'pinyin': ""['en']"", 'nearest': ['en'], 'minDis': 2.0}",0,,1
VE04000064,紧,1619140502232T0502VE04000064VE006391619140734842,/,0,0,0,0,0,什么嗯,"['shen', 'me', 'en']",['jin'],"{'word': '什么嗯', 'pinyin': ""['shen', 'me', 'en']"", 'nearest': ['en'], 'minDis': 2.0}",0,,1
VE04000064,紧,1619145771806T0502VE04000064VE006391619145971540,新,0,0,1,5,0,心,['xin'],['jin'],"{'word': '心', 'pinyin': ""['xin']"", 'nearest': ['xin'], 'minDis': 0.8}",0,1,0
VE04000064,紧,1619157781789T0502VE04000064VE006391619158120519,,0,0,0,0,0,这件衣服很怎么样？,"['zhe', 'jian', 'yi', 'fu', 'hen', 'zen', 'me', 'yang']",['jin'],"{'word': '这件衣服很怎么样？', 'pinyin': ""['zhe', 'jian', 'yi', 'fu', 'hen', 'zen', 'me', 'yang']"", 'nearest': ['jian'], 'minDis': 1.0}",0,,1
VE04000065,拐杖,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['guai-zhang'],{},-1,-1,-1
VE04000065,拐杖,1604T0605VE04000065VE00086,,0,0,0,0,0,不认识吗嗯,"['bu', 'ren', 'shi', 'ma', 'en']",['guai-zhang'],"{'word': '不认识吗嗯', 'pinyin': ""['bu', 'ren', 'shi', 'ma', 'en']"", 'nearest': ['bu', 'ren'], 'minDis': 3.5}",0,0,0
VE04000065,拐杖,1630T0505VE04000065VE00086,棍子,0,0,1,5,0,嗯还有一个还有一个过程,"['en', 'huan', 'you', 'yi', 'ge', 'huan', 'you', 'yi', 'ge', 'guo', 'cheng']",['guai-zhang'],"{'word': '嗯还有一个还有一个过程', 'pinyin': ""['en', 'huan', 'you', 'yi', 'ge', 'huan', 'you', 'yi', 'ge', 'guo', 'cheng']"", 'nearest': ['guo', 'cheng'], 'minDis': 1.9}",0,,1
VE04000065,拐杖,1639T0505VE04000065VE00086,,0,0,0,0,0,然后呢不知道是什么吗？,"['ran', 'hou', 'ni', 'bu', 'zhi', 'dao', 'shi', 'shen', 'me', 'ma']",['guai-zhang'],"{'word': '然后呢不知道是什么吗？', 'pinyin': ""['ran', 'hou', 'ni', 'bu', 'zhi', 'dao', 'shi', 'shen', 'me', 'ma']"", 'nearest': ['bu', 'zhi'], 'minDis': 3.0}",0,0,0
VE04000065,拐杖,1650T0605VE04000065VE00086,拐杖,0,0,1,4,1,摆正,"['bai', 'zheng']",['guai-zhang'],"{'word': '摆正', 'pinyin': ""['bai', 'zheng']"", 'nearest': ['bai', 'zheng'], 'minDis': 1.4}",0,,1
VE04000065,拐杖,1653T0505VE04000065VE00086,,0,0,0,0,0,,[''],['guai-zhang'],{},-1,-1,-1
VE04000065,拐杖,1688T0605VE04000065VE00086,镰刀,0,0,1,3,0,是你的，刀,"['shi', 'ni', 'de', 'dao']",['guai-zhang'],"{'word': '是你的，刀', 'pinyin': ""['shi', 'ni', 'de', 'dao']"", 'nearest': ['ni', 'de'], 'minDis': 4.0}",0,0,0
VE04000065,拐杖,1619058954412T0502VE04000065VE000861619059153621,拐杖,0,1,0,5,1,拐杖,"['guai', 'zhang']",['guai-zhang'],"{'word': '拐杖', 'pinyin': ""['guai', 'zhang']"", 'nearest': ['guai', 'zhang'], 'minDis': 0.0}",0,1,0
VE04000065,拐杖,1619085458710T0502VE04000065VE000861619085749769,,0,0,0,0,0,你看一看你的静静的,"['ni', 'kan', 'yi', 'kan', 'ni', 'de', 'jing', 'jing', 'de']",['guai-zhang'],"{'word': '你看一看你的静静的', 'pinyin': ""['ni', 'kan', 'yi', 'kan', 'ni', 'de', 'jing', 'jing', 'de']"", 'nearest': ['ni', 'kan'], 'minDis': 2.9}",0,0,0
VE04000065,拐杖,1619139009901T0605VE04000065VE000861619139276770,杖老爷爷的那个杖,0,1,1,4,0,是就是上什么什么站啊也那个那个账,"['shi', 'jiu', 'shi', 'shang', 'shen', 'me', 'shen', 'me', 'zhan', 'a', 'ye', 'na', 'ge', 'na', 'ge', 'zhang']",['guai-zhang'],"{'word': '是就是上什么什么站啊也那个那个账', 'pinyin': ""['shi', 'jiu', 'shi', 'shang', 'shen', 'me', 'shen', 'me', 'zhan', 'a', 'ye', 'na', 'ge', 'na', 'ge', 'zhang']"", 'nearest': ['ge', 'zhang'], 'minDis': 1.5}",0,,1
VE04000065,拐杖,1619139362036T0505VE04000065VE000861619139622402,,0,0,0,0,0,,[''],['guai-zhang'],{},-1,-1,-1
VE04000065,拐杖,1619140177098T0505VE04000065VE000861619140628105,,0,0,0,0,0,分数他,"['fen', 'shu', 'ta']",['guai-zhang'],"{'word': '分数他', 'pinyin': ""['fen', 'shu', 'ta']"", 'nearest': ['fen', 'shu'], 'minDis': 3.9}",0,0,0
VE04000065,拐杖,1619141317920T0505VE04000065VE000861619141573460,,0,0,0,0,0,嗯嗯嗯嗯,"['en', 'en', 'en', 'en']",['guai-zhang'],"{'word': '嗯嗯嗯嗯', 'pinyin': ""['en', 'en', 'en', 'en']"", 'nearest': ['en', 'en'], 'minDis': 4.0}",0,0,0
VE04000065,拐杖,1619145146929T0605VE04000065VE000861619145392302,,0,0,0,0,0,这是什么？,"['zhe', 'shi', 'shen', 'me']",['guai-zhang'],"{'word': '这是什么？', 'pinyin': ""['zhe', 'shi', 'shen', 'me']"", 'nearest': ['shi', 'shen'], 'minDis': 3.4}",0,0,0
VE04000065,拐杖,1619151122230T0605VE04000065VE000861619151323149,拐杖,0,0,1,4,1,我还知道,"['wo', 'huan', 'zhi', 'dao']",['guai-zhang'],"{'word': '我还知道', 'pinyin': ""['wo', 'huan', 'zhi', 'dao']"", 'nearest': ['huan', 'zhi'], 'minDis': 2.5}",0,0,0
VE04000065,拐杖,1619151573076T0605VE04000065VE000861619151854805,像耍杖的耍杖,0,0,1,3,0,嗯像法杖的就是法杖,"['en', 'xiang', 'fa', 'zhang', 'de', 'jiu', 'shi', 'fa', 'zhang']",['guai-zhang'],"{'word': '嗯像法杖的就是法杖', 'pinyin': ""['en', 'xiang', 'fa', 'zhang', 'de', 'jiu', 'shi', 'fa', 'zhang']"", 'nearest': ['fa', 'zhang'], 'minDis': 1.5}",0,,1
VE04000065,拐杖,1619151623026T0505VE04000065VE000861619151875096,,0,0,0,0,0,不要用你你什么你什么样子,"['bu', 'yao', 'yong', 'ni', 'ni', 'shen', 'me', 'ni', 'shen', 'me', 'yang', 'zi']",['guai-zhang'],"{'word': '不要用你你什么你什么样子', 'pinyin': ""['bu', 'yao', 'yong', 'ni', 'ni', 'shen', 'me', 'ni', 'shen', 'me', 'yang', 'zi']"", 'nearest': ['ni', 'shen'], 'minDis': 2.9}",0,0,0
VE04000065,拐杖,1619159248459T0505VE04000065VE000861619159521441,,0,0,0,0,0,没关系没关系这是什么呀知道吗？,"['mei', 'guan', 'xi', 'mei', 'guan', 'xi', 'zhe', 'shi', 'shen', 'me', 'ya', 'zhi', 'dao', 'ma']",['guai-zhang'],"{'word': '没关系没关系这是什么呀知道吗？', 'pinyin': ""['mei', 'guan', 'xi', 'mei', 'guan', 'xi', 'zhe', 'shi', 'shen', 'me', 'ya', 'zhi', 'dao', 'ma']"", 'nearest': ['guan', 'xi'], 'minDis': 3.0}",0,0,0
VE04000066,围裙、裙子、兜,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['wei-qun', 'qun-zi', 'dou']",{},-1,-1,-1
VE04000066,围裙、裙子、兜,1604T0605VE04000066VE00164,围裙,0,0,0,4,1,我也去,"['wo', 'ye', 'qu']","['wei-qun', 'qun-zi', 'dou']","{'word': '我也去', 'pinyin': ""['wo', 'ye', 'qu']"", 'nearest': ['ye', 'qu'], 'minDis': 1.5}",0,,1
VE04000066,围裙、裙子、兜,1630T0505VE04000066VE00164,衣服,0,0,0,5,0,衣服,"['yi', 'fu']","['wei-qun', 'qun-zi', 'dou']","{'word': '衣服', 'pinyin': ""['yi', 'fu']"", 'nearest': ['yi', 'fu'], 'minDis': 2.0}",0,,1
VE04000066,围裙、裙子、兜,1639T0505VE04000066VE00164,做饭用的围兜,0,0,1,4,1,煮饭用的味道,"['zhu', 'fan', 'yong', 'de', 'wei', 'dao']","['wei-qun', 'qun-zi', 'dou']","{'word': '煮饭用的味道', 'pinyin': ""['zhu', 'fan', 'yong', 'de', 'wei', 'dao']"", 'nearest': ['wei', 'dao'], 'minDis': 1.5}",0,,1
VE04000066,围裙、裙子、兜,1650T0605VE04000066VE00164,烧饭的兜,0,0,1,5,1,嗯双方的都,"['en', 'shuang', 'fang', 'de', 'du']","['wei-qun', 'qun-zi', 'dou']","{'word': '嗯双方的都', 'pinyin': ""['en', 'shuang', 'fang', 'de', 'du']"", 'nearest': ['du'], 'minDis': 1.0}",0,,1
VE04000066,围裙、裙子、兜,1653T0505VE04000066VE00164,,0,0,0,0,0,嗯刚刚开始他填去,"['en', 'gang', 'gang', 'kai', 'shi', 'ta', 'tian', 'qu']","['wei-qun', 'qun-zi', 'dou']","{'word': '嗯刚刚开始他填去', 'pinyin': ""['en', 'gang', 'gang', 'kai', 'shi', 'ta', 'tian', 'qu']"", 'nearest': ['qu'], 'minDis': 2.0}",0,,1
VE04000066,围裙、裙子、兜,1688T0605VE04000066VE00164,裙子,0,0,1,3,1,徐志,"['xu', 'zhi']","['wei-qun', 'qun-zi', 'dou']","{'word': '徐志', 'pinyin': ""['xu', 'zhi']"", 'nearest': ['xu', 'zhi'], 'minDis': 1.3}",0,,1
VE04000066,围裙、裙子、兜,1619058954412T0502VE04000066VE001641619059014169,围裙,0,1,0,5,1,围裙,"['wei', 'qun']","['wei-qun', 'qun-zi', 'dou']","{'word': '围裙', 'pinyin': ""['wei', 'qun']"", 'nearest': ['wei', 'qun'], 'minDis': 0.0}",0,1,0
VE04000066,围裙、裙子、兜,1619085458710T0502VE04000066VE001641619085697594,,0,0,0,0,0,什么意思？,"['shen', 'me', 'yi', 'si']","['wei-qun', 'qun-zi', 'dou']","{'word': '什么意思？', 'pinyin': ""['shen', 'me', 'yi', 'si']"", 'nearest': ['yi', 'si'], 'minDis': 1.9}",0,,1
VE04000066,围裙、裙子、兜,1619139362036T0505VE04000066VE001641619139614215,,0,0,0,0,0,一群,"['yi', 'qun']","['wei-qun', 'qun-zi', 'dou']","{'word': '一群', 'pinyin': ""['yi', 'qun']"", 'nearest': ['yi', 'qun'], 'minDis': 1.0}",0,,1
VE04000066,围裙、裙子、兜,1619139998071T0405VE04000066VE001641619140204154,,0,0,0,0,0,是不是？啊,"['shi', 'bu', 'shi', 'a']","['wei-qun', 'qun-zi', 'dou']","{'word': '是不是？啊', 'pinyin': ""['shi', 'bu', 'shi', 'a']"", 'nearest': ['bu', 'shi'], 'minDis': 1.8}",0,,1
VE04000066,围裙、裙子、兜,1619140177098T0505VE04000066VE001641619140602956,,0,0,0,0,0,为什么什么？,"['wei', 'shen', 'me', 'shen', 'me']","['wei-qun', 'qun-zi', 'dou']","{'word': '为什么什么？', 'pinyin': ""['wei', 'shen', 'me', 'shen', 'me']"", 'nearest': ['wei', 'shen'], 'minDis': 1.5}",0,,1
VE04000066,围裙、裙子、兜,1619141317920T0505VE04000066VE001641619141562347,,0,0,0,0,0,,[''],"['wei-qun', 'qun-zi', 'dou']",{},-1,-1,-1
VE04000066,围裙、裙子、兜,1619141757575T0405VE04000066VE001641619142012577,,0,0,0,0,0,,[''],"['wei-qun', 'qun-zi', 'dou']",{},-1,-1,-1
VE04000066,围裙、裙子、兜,1619145146929T0605VE04000066VE001641619145381052,饭裙子,0,0,1,4,1,换裙子,"['huan', 'qun', 'zi']","['wei-qun', 'qun-zi', 'dou']","{'word': '换裙子', 'pinyin': ""['huan', 'qun', 'zi']"", 'nearest': ['qun', 'zi'], 'minDis': 0.0}",0,1,0
VE04000066,围裙、裙子、兜,1619145327067T0405VE04000066VE001641619145592015,,0,0,0,0,0,嗯嗯嗯,"['en', 'en', 'en']","['wei-qun', 'qun-zi', 'dou']","{'word': '嗯嗯嗯', 'pinyin': ""['en', 'en', 'en']"", 'nearest': ['en', 'en'], 'minDis': 2.0}",0,,1
VE04000066,围裙、裙子、兜,1619147428694T0405VE04000066VE001641619147707701,,0,0,0,0,0,居然我,"['ju', 'ran', 'wo']","['wei-qun', 'qun-zi', 'dou']","{'word': '居然我', 'pinyin': ""['ju', 'ran', 'wo']"", 'nearest': ['ju'], 'minDis': 2.0}",0,,1
VE04000066,围裙、裙子、兜,1619147576576T0605VE04000066VE001641619147753925,围裙,0,0,1,5,1,啊去干嘛去啊在哪里一群？,"['a', 'qu', 'gan', 'ma', 'qu', 'a', 'zai', 'na', 'li', 'yi', 'qun']","['wei-qun', 'qun-zi', 'dou']","{'word': '啊去干嘛去啊在哪里一群？', 'pinyin': ""['a', 'qu', 'gan', 'ma', 'qu', 'a', 'zai', 'na', 'li', 'yi', 'qun']"", 'nearest': ['yi', 'qun'], 'minDis': 1.0}",0,,1
VE04000066,围裙、裙子、兜,1619147712122T0405VE04000066VE001641619147942238,,0,0,0,0,0,师傅,"['shi', 'fu']","['wei-qun', 'qun-zi', 'dou']","{'word': '师傅', 'pinyin': ""['shi', 'fu']"", 'nearest': ['fu'], 'minDis': 2.0}",0,,1
VE04000066,围裙、裙子、兜,1619151122230T0605VE04000066VE001641619151315806,,0,0,0,0,0,嗯,['en'],"['wei-qun', 'qun-zi', 'dou']","{'word': '嗯', 'pinyin': ""['en']""}",-1,-1,-1
VE04000066,围裙、裙子、兜,1619151573076T0605VE04000066VE001641619151835267,吃饭用的好像是,0,0,1,4,0,吃什么？吃饭用的好像,"['chi', 'shen', 'me', 'chi', 'fan', 'yong', 'de', 'hao', 'xiang']","['wei-qun', 'qun-zi', 'dou']","{'word': '吃什么？吃饭用的好像', 'pinyin': ""['chi', 'shen', 'me', 'chi', 'fan', 'yong', 'de', 'hao', 'xiang']"", 'nearest': ['de'], 'minDis': 2.0}",0,,1
VE04000066,围裙、裙子、兜,1619151623026T0505VE04000066VE001641619151865415,,0,0,0,0,0,箱子是空的,"['xiang', 'zi', 'shi', 'kong', 'de']","['wei-qun', 'qun-zi', 'dou']","{'word': '箱子是空的', 'pinyin': ""['xiang', 'zi', 'shi', 'kong', 'de']"", 'nearest': ['xiang', 'zi'], 'minDis': 1.9}",0,,1
VE04000066,围裙、裙子、兜,1619158045068T0405VE04000066VE001641619158219433,围裙,0,0,1,4,1,为学,"['wei', 'xue']","['wei-qun', 'qun-zi', 'dou']","{'word': '为学', 'pinyin': ""['wei', 'xue']"", 'nearest': ['wei', 'xue'], 'minDis': 0.9}",0,1,0
VE04000066,围裙、裙子、兜,1619158220729T0405VE04000066VE001641619158473661,裙子,0,0,1,4,1,大桥裙子,"['da', 'qiao', 'qun', 'zi']","['wei-qun', 'qun-zi', 'dou']","{'word': '大桥裙子', 'pinyin': ""['da', 'qiao', 'qun', 'zi']"", 'nearest': ['qun', 'zi'], 'minDis': 0.0}",0,1,0
VE04000066,围裙、裙子、兜,1619158486998T0405VE04000066VE001641619158751275,,0,0,0,0,0,我说这个事啊,"['wo', 'shuo', 'zhe', 'ge', 'shi', 'a']","['wei-qun', 'qun-zi', 'dou']","{'word': '我说这个事啊', 'pinyin': ""['wo', 'shuo', 'zhe', 'ge', 'shi', 'a']"", 'nearest': ['wo'], 'minDis': 2.0}",0,,1
VE04000066,围裙、裙子、兜,1619158604943T0405VE04000066VE001641619158864752,这个是被套,0,0,1,5,0,这个是被套,"['zhe', 'ge', 'shi', 'bei', 'tao']","['wei-qun', 'qun-zi', 'dou']","{'word': '这个是被套', 'pinyin': ""['zhe', 'ge', 'shi', 'bei', 'tao']"", 'nearest': ['bei', 'tao'], 'minDis': 2.0}",0,,1
