图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定
VE05000117,蜻蜓,1618454164862T0503VE05000117VE000461618454339340,蜻蜓,,,1,5,1,青皮,"['qing', 'pi']",['qing-ting'],"{""word"": ""\u9752\u76ae"", ""pinyin"": ""['qing', 'pi']"", ""nearest"": [""qing"", ""pi""], ""minDis"": 1.5}",0
VE05000117,蜻蜓,1618454475187T0501VE05000117VE000461618454664188,蜻蜓,,,,4,1,姓田,"['xing', 'tian']",['qing-ting'],"{""word"": ""\u59d3\u7530"", ""pinyin"": ""['xing', 'tian']"", ""nearest"": [""xing"", ""tian""], ""minDis"": 1.4}",0
VE05000117,蜻蜓,1618455362593T0504VE05000117VE000461618455469544,蜻蜓,,,,4,1,,[''],['qing-ting'],{},-1
VE05000118,紫色,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['zi-se'],{},-1
VE05000118,紫色,1340T0503VE05000118VE00019,紫色,,,1,5,1,紫色,"['zi', 'se']",['zi-se'],"{""word"": ""\u7d2b\u8272"", ""pinyin"": ""['zi', 'se']"", ""nearest"": [""zi"", ""se""], ""minDis"": 0.0}",1
VE05000118,紫色,1346T0502VE05000118VE00019,色,,,,4,0,嗯,['en'],['zi-se'],"{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE05000118,紫色,1618283377735T0503VE05000118VE000191618283620877,紫色,,,1,5,1,紫色,"['zi', 'se']",['zi-se'],"{""word"": ""\u7d2b\u8272"", ""pinyin"": ""['zi', 'se']"", ""nearest"": [""zi"", ""se""], ""minDis"": 0.0}",1
VE05000118,紫色,1618294378869T0502VE05000118VE000191618294573869,紫色,,,,5,1,紫色,"['zi', 'se']",['zi-se'],"{""word"": ""\u7d2b\u8272"", ""pinyin"": ""['zi', 'se']"", ""nearest"": [""zi"", ""se""], ""minDis"": 0.0}",1
VE05000118,紫色,1618297471484T0502VE05000118VE000191618297696253,紫色,,,,5,1,紫色,"['zi', 'se']",['zi-se'],"{""word"": ""\u7d2b\u8272"", ""pinyin"": ""['zi', 'se']"", ""nearest"": [""zi"", ""se""], ""minDis"": 0.0}",1
VE05000118,紫色,1618298310027T0503VE05000118VE000191618298477591,纸舍,,,,3,1,紫色,"['zi', 'se']",['zi-se'],"{""word"": ""\u7d2b\u8272"", ""pinyin"": ""['zi', 'se']"", ""nearest"": [""zi"", ""se""], ""minDis"": 0.0}",1
VE05000118,紫色,1618450419482T0502VE05000118VE000191618450608294,这个是紫色,,,,5,1,这个是紫色,"['zhe', 'ge', 'shi', 'zi', 'se']",['zi-se'],"{""word"": ""\u8fd9\u4e2a\u662f\u7d2b\u8272"", ""pinyin"": ""['zhe', 'ge', 'shi', 'zi', 'se']"", ""nearest"": [""zi"", ""se""], ""minDis"": 0.0}",1
VE05000118,紫色,1618450727708T0503VE05000118VE000191618450894496,额,,,,2,0,嗯,['en'],['zi-se'],"{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE05000118,紫色,1618454164862T0503VE05000118VE000191618454309857,紫色,,,1,5,1,次,['ci'],['zi-se'],"{""word"": ""\u6b21"", ""pinyin"": ""['ci']""}",-1
VE05000119,咬,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['yao'],{},-1
VE05000119,咬,1350T0504VE05000119VE00410,吃苹果,,,,3,0,吃苹果,"['chi', 'ping', 'guo']",['yao'],"{""word"": ""\u5403\u82f9\u679c"", ""pinyin"": ""['chi', 'ping', 'guo']"", ""nearest"": [""guo""], ""minDis"": 2.0}",0
VE05000119,咬,1618275375251T0505VE05000119VE004101618275545047,在吃东西 ,,,,4,0,在吃东西,"['zai', 'chi', 'dong', 'xi']",['yao'],"{""word"": ""\u5728\u5403\u4e1c\u897f"", ""pinyin"": ""['zai', 'chi', 'dong', 'xi']"", ""nearest"": [""zai""], ""minDis"": 2.0}",0
VE05000119,咬,1618283790419T0504VE05000119VE004101618283999731,他在吃苹果,,,,5,0,他在吃苹果,"['ta', 'zai', 'chi', 'ping', 'guo']",['yao'],"{""word"": ""\u4ed6\u5728\u5403\u82f9\u679c"", ""pinyin"": ""['ta', 'zai', 'chi', 'ping', 'guo']"", ""nearest"": [""ta""], ""minDis"": 2.0}",0
VE05000119,咬,1618296468087T0505VE05000119VE004101618296676873,他在吃苹果,,,,5,0,他在吃苹果,"['ta', 'zai', 'chi', 'ping', 'guo']",['yao'],"{""word"": ""\u4ed6\u5728\u5403\u82f9\u679c"", ""pinyin"": ""['ta', 'zai', 'chi', 'ping', 'guo']"", ""nearest"": [""ta""], ""minDis"": 2.0}",0
VE05000119,咬,1618296805874T0504VE05000119VE004101618297046494,他在咬苹果,,,,5,1,他在咬苹果,"['ta', 'zai', 'yao', 'ping', 'guo']",['yao'],"{""word"": ""\u4ed6\u5728\u54ac\u82f9\u679c"", ""pinyin"": ""['ta', 'zai', 'yao', 'ping', 'guo']"", ""nearest"": [""yao""], ""minDis"": 0.0}",1
VE05000119,咬,1618450064906T0504VE05000119VE004101618450259060,他在吃苹朵,,,,3,0,他在吃品种啊,"['ta', 'zai', 'chi', 'pin', 'zhong', 'a']",['yao'],"{""word"": ""\u4ed6\u5728\u5403\u54c1\u79cd\u554a"", ""pinyin"": ""['ta', 'zai', 'chi', 'pin', 'zhong', 'a']"", ""nearest"": [""ta""], ""minDis"": 2.0}",0
VE05000119,咬,1618453886603T0505VE05000119VE004101618454044254,吃苹果,,,1,5,0,吃苹果,"['chi', 'ping', 'guo']",['yao'],"{""word"": ""\u5403\u82f9\u679c"", ""pinyin"": ""['chi', 'ping', 'guo']"", ""nearest"": [""guo""], ""minDis"": 2.0}",0
VE05000119,咬,1618455362593T0504VE05000119VE004101618455516191,他债次苹,,,1,3,0,他在吃苹果,"['ta', 'zai', 'chi', 'ping', 'guo']",['yao'],"{""word"": ""\u4ed6\u5728\u5403\u82f9\u679c"", ""pinyin"": ""['ta', 'zai', 'chi', 'ping', 'guo']"", ""nearest"": [""ta""], ""minDis"": 2.0}",0
VE05000120,抽屉,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['chou-ti'],{},-1
VE05000120,抽屉,1340T0503VE05000120VE00039,柜子,,,1,5,0,,[''],['chou-ti'],{},-1
VE05000120,抽屉,1618275375251T0505VE05000120VE000391618275568366,欧屉,,,,3,1,,[''],['chou-ti'],{},-1
VE05000120,抽屉,1618283377735T0503VE05000120VE000391618283659755,抽屉,,,1,5,1,抽屉,"['chou', 'ti']",['chou-ti'],"{""word"": ""\u62bd\u5c49"", ""pinyin"": ""['chou', 'ti']"", ""nearest"": [""chou"", ""ti""], ""minDis"": 0.0}",1
VE05000120,抽屉,1618296468087T0505VE05000120VE000391618296704762,这是抽屉,,,,5,1,这是抽屉,"['zhe', 'shi', 'chou', 'ti']",['chou-ti'],"{""word"": ""\u8fd9\u662f\u62bd\u5c49"", ""pinyin"": ""['zhe', 'shi', 'chou', 'ti']"", ""nearest"": [""chou"", ""ti""], ""minDis"": 0.0}",1
VE05000120,抽屉,1618298310027T0503VE05000120VE000391618298520561,柜子,,,1,5,0,,[''],['chou-ti'],{},-1
VE05000120,抽屉,1618450727708T0503VE05000120VE000391618450938446,屉,,,,5,0,且,['qie'],['chou-ti'],"{""word"": ""\u4e14"", ""pinyin"": ""['qie']""}",-1
VE05000120,抽屉,1618453886603T0505VE05000120VE000391618454069892,这是抽屉,,,,5,1,这是、抽屉,"['zhe', 'shi', 'chou', 'ti']",['chou-ti'],"{""word"": ""\u8fd9\u662f\u3001\u62bd\u5c49"", ""pinyin"": ""['zhe', 'shi', 'chou', 'ti']"", ""nearest"": [""chou"", ""ti""], ""minDis"": 0.0}",1
VE05000120,抽屉,1618454164862T0503VE05000120VE000391618454354302,诶次,,,1,1,0,为此,"['wei', 'ci']",['chou-ti'],"{""word"": ""\u4e3a\u6b64"", ""pinyin"": ""['wei', 'ci']"", ""nearest"": [""wei"", ""ci""], ""minDis"": 2.5}",0
VE05000121,座,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['zuo'],{},-1
VE05000121,座,1350T0504VE05000121VE00681,暂不是一棵一棵的,,,,3,0,但不是一颗一颗的,"['dan', 'bu', 'shi', 'yi', 'ke', 'yi', 'ke', 'de']",['zuo'],"{""word"": ""\u4f46\u4e0d\u662f\u4e00\u9897\u4e00\u9897\u7684"", ""pinyin"": ""['dan', 'bu', 'shi', 'yi', 'ke', 'yi', 'ke', 'de']"", ""nearest"": [""bu""], ""minDis"": 2.0}",0
VE05000121,座,1618275375251T0505VE05000121VE006811618275535768,是一座一座的,,,,5,1,是一座一座的,"['shi', 'yi', 'zuo', 'yi', 'zuo', 'de']",['zuo'],"{""word"": ""\u662f\u4e00\u5ea7\u4e00\u5ea7\u7684"", ""pinyin"": ""['shi', 'yi', 'zuo', 'yi', 'zuo', 'de']"", ""nearest"": [""zuo""], ""minDis"": 0.0}",1
VE05000121,座,1618283790419T0504VE05000121VE006811618283986604,山是连在,,,1,4,0,年这是是,"['nian', 'zhe', 'shi', 'shi']",['zuo'],"{""word"": ""\u5e74\u8fd9\u662f\u662f"", ""pinyin"": ""['nian', 'zhe', 'shi', 'shi']"", ""nearest"": [""zhe""], ""minDis"": 2.8}",0
VE05000121,座,1618296468087T0505VE05000121VE006811618296667729,三是很高的,,,1,3,0,三是很高的,"['san', 'shi', 'hen', 'gao', 'de']",['zuo'],"{""word"": ""\u4e09\u662f\u5f88\u9ad8\u7684"", ""pinyin"": ""['san', 'shi', 'hen', 'gao', 'de']"", ""nearest"": [""gao""], ""minDis"": 2.0}",0
VE05000121,座,1618296805874T0504VE05000121VE006811618297037567,三是一幢一幢的,,,,3,0,三是幢幢的,"['san', 'shi', 'zhuang', 'zhuang', 'de']",['zuo'],"{""word"": ""\u4e09\u662f\u5e62\u5e62\u7684"", ""pinyin"": ""['san', 'shi', 'zhuang', 'zhuang', 'de']"", ""nearest"": [""san""], ""minDis"": 2.8}",0
VE05000121,座,1618450064906T0504VE05000121VE006811618450251615,是很大的,,,,5,0,是很大的,"['shi', 'hen', 'da', 'de']",['zuo'],"{""word"": ""\u662f\u5f88\u5927\u7684"", ""pinyin"": ""['shi', 'hen', 'da', 'de']"", ""nearest"": [""hen""], ""minDis"": 3.0}",0
VE05000121,座,1618453886603T0505VE05000121VE006811618454034474,山是一幢一幢的,,,1,5,0,山是幢幢的,"['shan', 'shi', 'zhuang', 'zhuang', 'de']",['zuo'],"{""word"": ""\u5c71\u662f\u5e62\u5e62\u7684"", ""pinyin"": ""['shan', 'shi', 'zhuang', 'zhuang', 'de']"", ""nearest"": [""de""], ""minDis"": 3.0}",0
VE05000121,座,1618455362593T0504VE05000121VE006811618455508577,三是一个,,,1,3,0,个,['ge'],['zuo'],"{""word"": ""\u4e2a"", ""pinyin"": ""['ge']"", ""nearest"": [""ge""], ""minDis"": 3.0}",0
VE05000122,叼,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['diao'],{},-1
VE05000122,叼,1350T0504VE05000122VE00479,抢骨头,,,1,5,0,小骨头,"['xiao', 'gu', 'tou']",['diao'],"{""word"": ""\u5c0f\u9aa8\u5934"", ""pinyin"": ""['xiao', 'gu', 'tou']"", ""nearest"": [""xiao""], ""minDis"": 1.0}",0
VE05000122,叼,1618275375251T0505VE05000122VE004791618275526728,它在吃骨头,,,1,5,0,他在吃骨头,"['ta', 'zai', 'chi', 'gu', 'tou']",['diao'],"{""word"": ""\u4ed6\u5728\u5403\u9aa8\u5934"", ""pinyin"": ""['ta', 'zai', 'chi', 'gu', 'tou']"", ""nearest"": [""ta""], ""minDis"": 2.9}",0
VE05000122,叼,1618283790419T0504VE05000122VE004791618283973767,它 在吃骨头,,,1,5,0,他在吃骨头,"['ta', 'zai', 'chi', 'gu', 'tou']",['diao'],"{""word"": ""\u4ed6\u5728\u5403\u9aa8\u5934"", ""pinyin"": ""['ta', 'zai', 'chi', 'gu', 'tou']"", ""nearest"": [""ta""], ""minDis"": 2.9}",0
VE05000122,叼,1618296468087T0505VE05000122VE004791618296656586,它在吃骨头,,,1,5,0,他在吃骨头,"['ta', 'zai', 'chi', 'gu', 'tou']",['diao'],"{""word"": ""\u4ed6\u5728\u5403\u9aa8\u5934"", ""pinyin"": ""['ta', 'zai', 'chi', 'gu', 'tou']"", ""nearest"": [""ta""], ""minDis"": 2.9}",0
VE05000122,叼,1618296805874T0504VE05000122VE004791618297027092,咬骨头,,,1,5,0,咬骨头,"['yao', 'gu', 'tou']",['diao'],"{""word"": ""\u54ac\u9aa8\u5934"", ""pinyin"": ""['yao', 'gu', 'tou']"", ""nearest"": [""yao""], ""minDis"": 2.0}",0
VE05000122,叼,1618450064906T0504VE05000122VE004791618450240514,带吃读头,,,,3,0,带吃独特,"['dai', 'chi', 'du', 'te']",['diao'],"{""word"": ""\u5e26\u5403\u72ec\u7279"", ""pinyin"": ""['dai', 'chi', 'du', 'te']"", ""nearest"": [""dai""], ""minDis"": 2.0}",0
VE05000122,叼,1618453886603T0505VE05000122VE004791618454023984,这个小狗在吃骨头,,,,5,0,这个小狗在吃骨头,"['zhe', 'ge', 'xiao', 'gou', 'zai', 'chi', 'gu', 'tou']",['diao'],"{""word"": ""\u8fd9\u4e2a\u5c0f\u72d7\u5728\u5403\u9aa8\u5934"", ""pinyin"": ""['zhe', 'ge', 'xiao', 'gou', 'zai', 'chi', 'gu', 'tou']"", ""nearest"": [""xiao""], ""minDis"": 1.0}",0
VE05000122,叼,1618455362593T0504VE05000122VE004791618455500014,次骨头,,,,3,0,吃骨头,"['chi', 'gu', 'tou']",['diao'],"{""word"": ""\u5403\u9aa8\u5934"", ""pinyin"": ""['chi', 'gu', 'tou']"", ""nearest"": [""tou""], ""minDis"": 3.9}",0
VE05000123,花园、花圃、苗圃,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['hua-yuan', 'hua-pu', 'miao-pu']",{},-1
VE05000123,花园、花圃、苗圃,1350T0504VE05000123VE01222,嗯,,,,5,0,嗯,['en'],"['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE05000123,花园、花圃、苗圃,1618275375251T0505VE05000123VE012221618275531948,花园,,,,5,1,花园,"['hua', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u82b1\u56ed"", ""pinyin"": ""['hua', 'yuan']"", ""nearest"": [""hua"", ""yuan""], ""minDis"": 0.0}",1
VE05000123,花园、花圃、苗圃,1618283790419T0504VE05000123VE012221618283981407,这是 花园,,,,5,1,这是花园,"['zhe', 'shi', 'hua', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u8fd9\u662f\u82b1\u56ed"", ""pinyin"": ""['zhe', 'shi', 'hua', 'yuan']"", ""nearest"": [""hua"", ""yuan""], ""minDis"": 0.0}",1
VE05000123,花园、花圃、苗圃,1618296468087T0505VE05000123VE012221618296662821,这是公园,,,,5,0,这是公务员,"['zhe', 'shi', 'gong', 'wu', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u8fd9\u662f\u516c\u52a1\u5458"", ""pinyin"": ""['zhe', 'shi', 'gong', 'wu', 'yuan']"", ""nearest"": [""wu"", ""yuan""], ""minDis"": 1.0}",0
VE05000123,花园、花圃、苗圃,1618296805874T0504VE05000123VE012221618297032409,花园,,,,5,1,花园,"['hua', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u82b1\u56ed"", ""pinyin"": ""['hua', 'yuan']"", ""nearest"": [""hua"", ""yuan""], ""minDis"": 0.0}",1
VE05000123,花园、花圃、苗圃,1618450064906T0504VE05000123VE012221618450247110,这是花园,,,,5,1,这是、花园,"['zhe', 'shi', 'hua', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u8fd9\u662f\u3001\u82b1\u56ed"", ""pinyin"": ""['zhe', 'shi', 'hua', 'yuan']"", ""nearest"": [""hua"", ""yuan""], ""minDis"": 0.0}",1
VE05000123,花园、花圃、苗圃,1618453886603T0505VE05000123VE012221618454029630,/,,,,0,0,,[''],"['hua-yuan', 'hua-pu', 'miao-pu']",{},-1
VE05000123,花园、花圃、苗圃,1618455362593T0504VE05000123VE012221618455504101,花园,,,,5,1,花园,"['hua', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u82b1\u56ed"", ""pinyin"": ""['hua', 'yuan']"", ""nearest"": [""hua"", ""yuan""], ""minDis"": 0.0}",1
VE05000124,挤、挤压,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['ji', 'ji-ya']",{},-1
VE05000124,挤、挤压,1340T0503VE05000124VE00880,挤牙膏,,,1,5,1,挤牙膏,"['ji', 'ya', 'gao']","['ji', 'ji-ya']","{""word"": ""\u6324\u7259\u818f"", ""pinyin"": ""['ji', 'ya', 'gao']"", ""nearest"": [""ji""], ""minDis"": 0.0}",1
VE05000124,挤、挤压,1618275375251T0505VE05000124VE008801618275574856,在挤牙膏,,,1,5,1,再挤牙膏,"['zai', 'ji', 'ya', 'gao']","['ji', 'ji-ya']","{""word"": ""\u518d\u6324\u7259\u818f"", ""pinyin"": ""['zai', 'ji', 'ya', 'gao']"", ""nearest"": [""ji""], ""minDis"": 0.0}",1
VE05000124,挤、挤压,1618283377735T0503VE05000124VE008801618283667943,他在挤牙膏,,,1,5,1,它在挤牙膏,"['ta', 'zai', 'ji', 'ya', 'gao']","['ji', 'ji-ya']","{""word"": ""\u5b83\u5728\u6324\u7259\u818f"", ""pinyin"": ""['ta', 'zai', 'ji', 'ya', 'gao']"", ""nearest"": [""ji""], ""minDis"": 0.0}",1
VE05000124,挤、挤压,1618296468087T0505VE05000124VE008801618296714661,他在挤牙膏,,,1,5,1,他在挤牙膏,"['ta', 'zai', 'ji', 'ya', 'gao']","['ji', 'ji-ya']","{""word"": ""\u4ed6\u5728\u6324\u7259\u818f"", ""pinyin"": ""['ta', 'zai', 'ji', 'ya', 'gao']"", ""nearest"": [""ji""], ""minDis"": 0.0}",1
VE05000124,挤、挤压,1618298310027T0503VE05000124VE008801618298528091,挤牙膏,,,1,5,1,挤牙膏,"['ji', 'ya', 'gao']","['ji', 'ji-ya']","{""word"": ""\u6324\u7259\u818f"", ""pinyin"": ""['ji', 'ya', 'gao']"", ""nearest"": [""ji""], ""minDis"": 0.0}",1
VE05000124,挤、挤压,1618450727708T0503VE05000124VE008801618450946674,在刷牙,,,,5,0,是刷牙,"['shi', 'shua', 'ya']","['ji', 'ji-ya']","{""word"": ""\u662f\u5237\u7259"", ""pinyin"": ""['shi', 'shua', 'ya']"", ""nearest"": [""shi""], ""minDis"": 2.0}",0
VE05000124,挤、挤压,1618453886603T0505VE05000124VE008801618454077685,倚牙膏,,,,3,1,比牙膏,"['bi', 'ya', 'gao']","['ji', 'ji-ya']","{""word"": ""\u6bd4\u7259\u818f"", ""pinyin"": ""['bi', 'ya', 'gao']"", ""nearest"": [""bi"", ""ya""], ""minDis"": 0.5}",0
VE05000124,挤、挤压,1618454164862T0503VE05000124VE008801618454361911,挤牙膏,,,1,5,1,挤牙膏,"['ji', 'ya', 'gao']","['ji', 'ji-ya']","{""word"": ""\u6324\u7259\u818f"", ""pinyin"": ""['ji', 'ya', 'gao']"", ""nearest"": [""ji""], ""minDis"": 0.0}",1
VE05000125,迟、晚,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['chi', 'wan']",{},-1
VE05000125,迟、晚,1340T0503VE05000125VE01260,/,,1,,0,0,知道不知道？,"['zhi', 'dao', 'bu', 'zhi', 'dao']","['chi', 'wan']","{""word"": ""\u77e5\u9053\u4e0d\u77e5\u9053\uff1f"", ""pinyin"": ""['zhi', 'dao', 'bu', 'zhi', 'dao']"", ""nearest"": [""zhi""], ""minDis"": 0.8}",0
VE05000125,迟、晚,1346T0502VE05000125VE01260,老师说同学,,,,5,0,老师说同学,"['lao', 'shi', 'shuo', 'tong', 'xue']","['chi', 'wan']","{""word"": ""\u8001\u5e08\u8bf4\u540c\u5b66"", ""pinyin"": ""['lao', 'shi', 'shuo', 'tong', 'xue']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE05000125,迟、晚,1618283377735T0503VE05000125VE012601618283624897,同学来晚了,,,1,5,1,同学来晚了,"['tong', 'xue', 'lai', 'wan', 'le']","['chi', 'wan']","{""word"": ""\u540c\u5b66\u6765\u665a\u4e86"", ""pinyin"": ""['tong', 'xue', 'lai', 'wan', 'le']"", ""nearest"": [""wan""], ""minDis"": 0.0}",1
VE05000125,迟、晚,1618294378869T0502VE05000125VE012601618294577895,同学来晚了,,,1,5,1,重新来晚了,"['zhong', 'xin', 'lai', 'wan', 'le']","['chi', 'wan']","{""word"": ""\u91cd\u65b0\u6765\u665a\u4e86"", ""pinyin"": ""['zhong', 'xin', 'lai', 'wan', 'le']"", ""nearest"": [""wan""], ""minDis"": 0.0}",1
VE05000125,迟、晚,1618297471484T0502VE05000125VE012601618297702102,他来 他到学校来晚了,,,1,5,1,他来他到学校来晚了,"['ta', 'lai', 'ta', 'dao', 'xue', 'xiao', 'lai', 'wan', 'le']","['chi', 'wan']","{""word"": ""\u4ed6\u6765\u4ed6\u5230\u5b66\u6821\u6765\u665a\u4e86"", ""pinyin"": ""['ta', 'lai', 'ta', 'dao', 'xue', 'xiao', 'lai', 'wan', 'le']"", ""nearest"": [""wan""], ""minDis"": 0.0}",1
VE05000125,迟、晚,1618298310027T0503VE05000125VE012601618298481935,小朋友迟到了,,,1,5,1,小朋友知道了,"['xiao', 'peng', 'you', 'zhi', 'dao', 'le']","['chi', 'wan']","{""word"": ""\u5c0f\u670b\u53cb\u77e5\u9053\u4e86"", ""pinyin"": ""['xiao', 'peng', 'you', 'zhi', 'dao', 'le']"", ""nearest"": [""zhi""], ""minDis"": 0.8}",0
VE05000125,迟、晚,1618450419482T0502VE05000125VE012601618450613678,他来得太晚了,,,,5,1,他来的太晚了,"['ta', 'lai', 'de', 'tai', 'wan', 'le']","['chi', 'wan']","{""word"": ""\u4ed6\u6765\u7684\u592a\u665a\u4e86"", ""pinyin"": ""['ta', 'lai', 'de', 'tai', 'wan', 'le']"", ""nearest"": [""wan""], ""minDis"": 0.0}",1
VE05000125,迟、晚,1618450727708T0503VE05000125VE012601618450899000,/,,,,0,0,成水的这种非常,"['cheng', 'shui', 'de', 'zhe', 'zhong', 'fei', 'chang']","['chi', 'wan']","{""word"": ""\u6210\u6c34\u7684\u8fd9\u79cd\u975e\u5e38"", ""pinyin"": ""['cheng', 'shui', 'de', 'zhe', 'zhong', 'fei', 'chang']"", ""nearest"": [""shui""], ""minDis"": 1.8}",0
VE05000125,迟、晚,1618454164862T0503VE05000125VE012601618454315219,迟到,,,1,5,1,渠道,"['qu', 'dao']","['chi', 'wan']","{""word"": ""\u6e20\u9053"", ""pinyin"": ""['qu', 'dao']"", ""nearest"": [""dao""], ""minDis"": 2.0}",0
VE05000126,蚯蚓,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['qiu-yin'],{},-1
VE05000126,蚯蚓,1343T0501VE05000126VE01276,蚯蚓,,,,3,1,投影,"['tou', 'ying']",['qiu-yin'],"{""word"": ""\u6295\u5f71"", ""pinyin"": ""['tou', 'ying']"", ""nearest"": [""tou"", ""ying""], ""minDis"": 1.2}",0
VE05000126,蚯蚓,1346T0502VE05000126VE01276,蚯蚓,,,,5,1,蚯蚓,"['qiu', 'yin']",['qiu-yin'],"{""word"": ""\u86af\u8693"", ""pinyin"": ""['qiu', 'yin']"", ""nearest"": [""qiu"", ""yin""], ""minDis"": 0.0}",1
VE05000126,蚯蚓,1618277350113T0501VE05000126VE012761618277504557,这是虫子,,,1,4,0,但是肠子,"['dan', 'shi', 'chang', 'zi']",['qiu-yin'],"{""word"": ""\u4f46\u662f\u80a0\u5b50"", ""pinyin"": ""['dan', 'shi', 'chang', 'zi']"", ""nearest"": [""dan"", ""shi""], ""minDis"": 3.0}",0
VE05000126,蚯蚓,1618294378869T0502VE05000126VE012761618294597429,这是 毛毛虫,,,1,5,0,这是毛毛虫,"['zhe', 'shi', 'mao', 'mao', 'chong']",['qiu-yin'],"{""word"": ""\u8fd9\u662f\u6bdb\u6bdb\u866b"", ""pinyin"": ""['zhe', 'shi', 'mao', 'mao', 'chong']"", ""nearest"": [""shi"", ""mao""], ""minDis"": 3.0}",0
VE05000126,蚯蚓,1618297471484T0502VE05000126VE012761618297725900,一条红色的色,,,1,3,0,一条红色的蛇,"['yi', 'tiao', 'hong', 'se', 'de', 'she']",['qiu-yin'],"{""word"": ""\u4e00\u6761\u7ea2\u8272\u7684\u86c7"", ""pinyin"": ""['yi', 'tiao', 'hong', 'se', 'de', 'she']"", ""nearest"": [""yi"", ""tiao""], ""minDis"": 2.5}",0
VE05000126,蚯蚓,1618298013833T0501VE05000126VE012761618298153337,这是 蛇,,,1,4,0,这是,"['zhe', 'shi']",['qiu-yin'],"{""word"": ""\u8fd9\u662f"", ""pinyin"": ""['zhe', 'shi']"", ""nearest"": [""zhe"", ""shi""], ""minDis"": 3.5}",0
VE05000126,蚯蚓,1618450419482T0502VE05000126VE012761618450633342,这个是毛毛虫,,,,5,0,这个是毛毛虫,"['zhe', 'ge', 'shi', 'mao', 'mao', 'chong']",['qiu-yin'],"{""word"": ""\u8fd9\u4e2a\u662f\u6bdb\u6bdb\u866b"", ""pinyin"": ""['zhe', 'ge', 'shi', 'mao', 'mao', 'chong']"", ""nearest"": [""ge"", ""shi""], ""minDis"": 3.0}",0
VE05000126,蚯蚓,1618451101330T0501VE05000126VE012761618451226431,蚓,,,,2,0,为,['wei'],['qiu-yin'],"{""word"": ""\u4e3a"", ""pinyin"": ""['wei']""}",-1
VE05000126,蚯蚓,1618454475187T0501VE05000126VE012761618454598545,蚯蚓,,,,5,1,蚯蚓,"['qiu', 'yin']",['qiu-yin'],"{""word"": ""\u86af\u8693"", ""pinyin"": ""['qiu', 'yin']"", ""nearest"": [""qiu"", ""yin""], ""minDis"": 0.0}",1
VE05000127,后面,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['hou-mian'],{},-1
VE05000127,后面,1340T0503VE05000127VE00996,外面,,,1,5,0,外面,"['wai', 'mian']",['hou-mian'],"{""word"": ""\u5916\u9762"", ""pinyin"": ""['wai', 'mian']"", ""nearest"": [""wai"", ""mian""], ""minDis"": 1.5}",0
VE05000127,后面,1618275375251T0505VE05000127VE009961618275595235,/,,,1,0,0,,[''],['hou-mian'],{},-1
VE05000127,后面,1618279812882T0403VE05000127VE009961618280094272,昂边,,,,3,0,我们毕业,"['wo', 'men', 'bi', 'ye']",['hou-mian'],"{""word"": ""\u6211\u4eec\u6bd5\u4e1a"", ""pinyin"": ""['wo', 'men', 'bi', 'ye']"", ""nearest"": [""wo"", ""men""], ""minDis"": 2.0}",0
VE05000127,后面,1618283377735T0503VE05000127VE009961618283604613,后面,,,1,4,1,后面,"['hou', 'mian']",['hou-mian'],"{""word"": ""\u540e\u9762"", ""pinyin"": ""['hou', 'mian']"", ""nearest"": [""hou"", ""mian""], ""minDis"": 0.0}",1
VE05000127,后面,1618296468087T0505VE05000127VE009961618296742963,外面,,,,5,0,外面,"['wai', 'mian']",['hou-mian'],"{""word"": ""\u5916\u9762"", ""pinyin"": ""['wai', 'mian']"", ""nearest"": [""wai"", ""mian""], ""minDis"": 1.5}",0
